verb,count
จิตเวช,11
จำนอง,11
เปรียบเหมือน,11
สิงคโปร์,11
ลิ้ม,11
แบ่งสรร,11
อ้า,11
ตามติด,11
อ่อนแอ,11
ก้มลง,11
ต้องคดี,11
ปลิว,11
จำพรรษา,11
สิ่งของ,11
สัมปทาน,11
การลงทุน,11
เชี่ยน,11
นายพล,11
วิตกกังวล,11
ประสานเสียง,11
บอยคอต,11
เบนซ์,11
ยืนกราน,11
พระนคร,11
พำนัก,11
สวนป่า,11
ประภา,11
คิดมาก,11
ทำท่า,11
ตามประสา,11
หนัก,11
กรุบ,11
เอกซเรย์,11
บช.,11
พระราม,11
คนขับ,11
คนรัก,11
อนุเคราะห์,11
นิล,11
สำนักสงฆ์,11
เขตเมือง,11
เทศนา,11
คุ้นหน้า,11
ชื่นใจ,11
กำลังกิน,11
เงินบริจาค,11
เชิงพาณิชย์,11
ได้ความ,11
ลำพัง,11
ความพยายาม,11
พึงพอใจ,11
ช้านาน,11
กราบบังคมทูล,11
ท็อป,11
กลางดึก,11
ทวิ,11
ราบรื่น,11
ซ,11
ลอกเลียนแบบ,11
สวนสาธารณะ,11
อิม,11
เอกา,11
พระราชพิธี,11
พยาบาล,11
ตำรวจจราจร,11
โขก,11
ทัณฑสถาน,11
คนพื้นเมือง,11
ป๊อก,11
เพ่งเล็ง,10
นินทา,10
เถิด,10
ดับเบิล,10
สิทธิ์,10
ป๊อป,10
ความสัมพันธ์,10
นานๆ,10
ต้นเดือน,10
จูน,10
อวดอ้าง,10
นำสืบ,10
เงินรายได้,10
ไหว้พระ,10
เจ๋ง,10
จิ้งหรีด,10
ค้าขาย,10
ซีเรีย,10
ยุทธนา,10
นับวัน,10
การเพิ่มเติม,10
บุรี,10
ไก,10
ให้สี,10
ทะเลาะ,10
ชนะเลิศ,10
พระราชา,10
ค้าปลีก,10
แก้แค้น,10
บริวาร,10
เซลฟี่,10
สือ,10
เคน,10
ไถ,10
ใส่ปุ๋ย,10
ชมรม,10
อย่าง,10
กลอน,10
บังคับเอา,10
เรียกขาน,10
กล่าวโจมตี,10
หวาดระแวง,10
อภิบาล,10
ฉลาด,10
ยานอวกาศ,10
ตามอัธยาศัย,10
ทันใจ,10
เห็นแก่หน้า,10
เต็มไปหมด,10
ชาวนา,10
ว่าแล้ว,10
เกร็ง,10
เขี้ยว,10
รีวิว,10
กัดกร่อน,10
พรรณ,10
ศิลปิน,10
มิตรภาพ,10
เสื้อเชิ้ต,10
แสบ,10
ฝังศพ,10
เว้นแต่,10
อีกต่อไป,10
ที่ประชุม,10
ตู่,10
พิบัติ,10
แส,10
หรือเปล่า,10
นิ้ว,10
ตกหลุมรัก,10
สูด,10
มีวัฒนธรรม,10
เห่อ,10
วิวัฒนาการ,10
นอกจาก,10
วางนโยบาย,10
อก,10
เข้ายึดครอง,10
ปูนบำเหน็จ,10
พลัดถิ่น,10
พอใช้,10
อย่างไรบ้าง,10
ช่วงชิง,10
แยกตัว,10
สรร,10
เช่นเคย,10
มงกุฎ,10
ได้ดี,10
เล็ด,10
เน้นหนัก,10
ตลับ,10
เชือก,10
กอ,10
การผ่า,10
เสี่ยงทาย,10
ประมง,10
เตือนสติ,10
ปวดหัว,10
ตั้งต้น,10
ลวก,10
บ่นว่า,10
สืบต่อ,10
การเพิกถอน,10
ผู้น้อย,10
สะเทือน,10
วิมาน,10
เพ็ชร,10
สุด,10
ปลุกปล้ำ,10
กล่อมเกลา,10
ทุกปี,10
ประกาย,10
สาหัส,10
พัฒน,10
กัมพูชา,10
ตบหน้า,10
แปรอักษร,10
ที่นี่,10
เป็นลม,10
ป้ายโฆษณา,10
เอ็ก,10
เดือน,10
ความตกลง,10
จั่น,10
ประศาสน์,10
ผลัดกัน,10
กระบะ,10
มาโดยตลอด,10
การสืบสวน,10
ป่วยไข้,10
จ้อง,10
เรือประมง,10
ยธ.,10
ละเมิดลิขสิทธิ์,10
การรับประกัน,10
เวิลด์,10
นวนิยาย,10
จมอยู่กับ,10
กดราคา,10
ใคร่,10
วงษ์,10
เสถียร,10
คนดู,10
แกะรอย,10
ดีด,10
ลำห้วย,10
ฉีดวัคซีน,10
ล้มตาย,10
นุ่ม,10
สิ้นสุดลง,10
น้องๆ,10
เต็มอิ่ม,10
ต้องกัน,10
บ่งชี้,10
เครื่องใน,10
ปักกิ่ง,10
ออกงาน,10
เขา,10
ติดตา,10
ผิดนัด,10
รถจักรยานยนต์,10
กว้างใหญ่,10
เฟช,10
มีน,10
เอกลักษณ์,10
สีเหลือง,10
การปฏิวัติ,10
จุ่ง,10
เซเลบ,10
ไลฟ์,10
ป่าน,10
มั่ว,10
เป็นสาเหตุ,10
ตระเตรียม,10
หนี้,10
เฉพาะทาง,10
ปลุกจิตสำนึก,10
ล็อตเตอรี่,10
ติดพัน,10
แม่น้ำ,10
กำแพง,10
เบญจ,10
ออกปาก,10
ตัดทิ้ง,10
ลอดผ่าน,10
มีปากเสียง,10
เฝ้าดูแล,10
เม้น,10
ประโคน,10
แก้ตัว,10
การกีดกัน,10
แจ่มใส,10
อาตมา,10
ทางเข้า,10
อนุวัติ,10
ยันต์,10
จ่ายคืน,10
สร้างกำแพง,10
ทุเรียน,10
แสดงบทบาท,10
ชะล้าง,10
ซัมซุง,10
ขายหน้า,10
พ่ายแพ้,10
แอด,10
ตะวันออกเฉียงใต้,10
เตรียมอุดมศึกษา,10
ตะเกียง,10
ละหมาด,10
โจรกรรม,10
พล.ต.,10
เข้าแทรกแซง,10
ปรบมือ,10
ยื้อแย่ง,10
บาย,10
ชันสูตรพลิกศพ,10
ตาข่าย,10
ค่าธรรมเนียม,10
ทำประโยชน์,10
ตัดทอน,10
โปร,10
แม่,10
ตามรอย,10
รถติด,10
อนุมาน,10
นิพนธ์,10
ส่วน,10
สกุล,10
กำลังใจ,10
กลมกลืน,10
คนรุ่นใหม่,10
ย้อมสี,10
ติดประกาศ,10
วี,10
ปีนป่าย,10
หรือว่า,10
ทิพย์,10
พร่อง,10
เปล่ง,9
ตัวประกัน,9
การแถลง,9
ประเทศสมาชิก,9
เดินทางไกล,9
บ่ายเบี่ยง,9
สายพันธุ์,9
ขยายอำนาจ,9
อยุธยา,9
อาบน้ำ,9
ปรียา,9
แฮปปี้,9
เผ็ด,9
สมเด็จพระสังฆราช,9
ต่างชาติ,9
โน้น,9
เปิดเทอม,9
เบื้องหน้า,9
ทูล,9
มั่งมี,9
ขึ้นรถ,9
นิตยสาร,9
บ่,9
เขาใหญ่,9
ลวนลาม,9
เท่,9
แคมป์,9
เคียงคู่,9
ย้อนรอย,9
เปน,9
ยีน,9
ซาบซึ้ง,9
เพดาน,9
รอเวลา,9
ทุบตี,9
เนื่องแต่,9
ปลอก,9
นิรโทษกรรม,9
สูญเปล่า,9
ต่อราคา,9
ตกผลึก,9
เป็นน้ำ,9
เข็ม,9
พิเคราะห์,9
ร้า,9
เอื้อเฟื้อ,9
ทำการค้า,9
สิ่งใด,9
ปาดหน้า,9
อันตราย,9
คุ้ย,9
ดื่มเหล้า,9
บันเทิง,9
ลูกศิษย์,9
บางอย่าง,9
การปรับโครงสร้าง,9
ถอนเงิน,9
กุญแจ,9
กัดฟัน,9
ว่าที่,9
ร่ำรวย,9
เสนา,9
ร่วมวง,9
ทอดผ้าป่า,9
กุนซือ,9
หนาว,9
ยาฆ่าแมลง,9
ทางเข้าออก,9
ไอ้,9
ใช้บน,9
การออกไป,9
จรรยา,9
ตั้งแต่แรก,9
ตั้งท้อง,9
พรม,9
ย้อนถาม,9
ตากสิน,9
ดีเยี่ยม,9
จำพวก,9
ฟื้นฟูสภาพ,9
เกลือ,9
สถานี,9
ตะลุย,9
เป็นจังหวะ,9
เหน็บ,9
การพลิก,9
ปกปักรักษา,9
ดักรอ,9
เป็นต้นแบบ,9
กรมหลวง,9
ชิงชนะเลิศ,9
ไผ่,9
แอม,9
ก.,9
ความคิด,9
บีบแตร,9
คล้ายคลึง,9
คุณภาพชีวิต,9
พิเศษ,9
เนรเทศ,9
คนเดียว,9
ไก่,9
ดัด,9
สอบคัดเลือก,9
พี่เลี้ยง,9
มีหวัง,9
จวบจน,9
พกอาวุธ,9
ชิด,9
มาเลเซีย,9
ใช้ทุน,9
เกลี้ยกล่อม,9
เบา,9
ละเมิดกฎหมาย,9
ตะเกียกตะกาย,9
ปลาบปลื้ม,9
จ้ะ,9
ใคร่ครวญ,9
รวบตัว,9
เอาไม่อยู่,9
นายทหาร,9
แล้วด้วย,9
นะจ๊ะ,9
เสริมกำลัง,9
สาย,9
เมิน,9
ไพเราะ,9
ย.,9
ที่จับ,9
ประนีประนอม,9
เสียงตก,9
รับพิจารณา,9
ราชวงศ์,9
บังเอิญ,9
ความเป็นเลิศ,9
ห่อหุ้ม,9
ไร้ประโยชน์,9
ทั้งตัว,9
ถือสา,9
สะเทือนใจ,9
กลยุทธ์,9
รู้ทัน,9
หนุ่ม,9
พุทธศาสนา,9
เท่าที่จำเป็น,9
พึ่งพาอาศัย,9
มั่วสุม,9
บังคับการ,9
การยุติ,9
โปรย,9
เหนี่ยว,9
ฮึด,9
สร่าง,9
ริดรอน,9
ลำดับ,9
จรวด,9
กิ่ง,9
นิสัย,9
ดอนเมือง,9
ฝีมือดี,9
พระภิกษุ,9
เลาะ,9
ลาย,9
จุฬาภรณ์,9
เสื่อมถอย,9
ในทางปฏิบัติ,9
รับข้อเสนอ,9
นายแพทย์,9
ถึงที่,9
ขว้าง,9
การใช้งาน,9
แช่น้ำ,9
ปริปาก,9
สับ,9
มีโชค,9
หล่อหลอม,9
แม้แต่,9
แสดงตน,9
แขวนคอ,9
ล่อแหลม,9
หมุนเงิน,9
ชอร์ต,9
สิ้นหวัง,9
เงินเดือน,9
มองหน้า,9
พุทธมณฑล,9
ผิดปกติ,9
เพลงลูกทุ่ง,9
ฝีก,9
เห็นควร,9
